"60.018	0.720	5.742	0.196	-22.840	-114.245	116.505	0.000	281.362	0.000	57.312	2.033	2.284"
"60.019	0.721	5.728	0.193	-22.505	-114.299	116.494	0.000	281.375	0.000	57.304	2.033	2.250"
"60.018	0.728	5.742	0.194	-22.639	-114.368	116.587	0.000	281.310	0.000	57.312	2.034	2.264"
"60.019	0.725	5.733	0.193	-22.545	-114.531	116.728	0.000	281.209	0.000	57.316	2.037	2.254"
"60.018	0.726	5.704	0.193	-22.528	-114.465	116.660	0.000	281.120	0.000	57.312	2.036	2.253"
"60.019	0.725	5.719	0.194	-22.610	-114.610	116.818	0.000	281.170	0.000	57.315	2.038	2.261"
"60.019	0.725	5.719	0.194	-22.610	-114.610	116.818	0.000	281.170	0.000	57.315	2.038	2.261"
"60.019	0.732	5.751	0.193	-22.536	-114.430	116.628	0.000	281.284	0.000	57.329	2.034	2.254"
"60.019	0.732	5.758	0.193	-22.416	-114.193	116.372	0.000	281.204	0.000	57.334	2.030	2.242"
"60.020	0.734	5.796	0.192	-22.167	-113.586	115.729	0.000	281.158	0.000	57.347	2.018	2.217"
"60.020	0.733	5.839	0.189	-21.684	-112.786	114.852	0.000	280.982	0.000	57.351	2.003	2.168"
"60.020	0.732	5.894	0.186	-21.143	-111.669	113.653	0.000	280.859	0.000	57.356	1.982	2.114"
"60.020	0.732	6.014	0.176	-19.692	-109.864	111.615	0.000	280.618	0.000	57.350	1.946	1.969"
"60.020	0.734	6.162	0.169	-18.481	-107.791	109.364	0.000	279.967	0.000	57.365	1.906	1.848"
"60.021	0.733	6.314	0.164	-17.507	-105.591	107.032	0.000	279.797	0.000	57.370	1.866	1.751"
"60.019	0.737	6.471	0.155	-16.252	-103.522	104.789	0.000	279.431	0.000	57.371	1.827	1.625"
"60.020	0.734	6.659	0.145	-14.853	-101.166	102.251	0.000	278.591	0.000	57.379	1.782	1.485"
"60.020	0.736	6.829	0.140	-14.022	-98.909	99.897	0.000	278.108	0.000	57.379	1.741	1.402"
"60.019	0.736	7.094	0.133	-12.920	-96.411	97.273	0.000	277.691	0.000	57.378	1.695	1.292"
"60.020	0.736	7.262	0.119	-11.322	-94.475	95.151	0.000	277.372	0.000	57.376	1.658	1.132"
"60.020	0.736	7.496	0.104	-9.648	-92.210	92.714	0.000	276.343	0.000	57.383	1.616	0.965"
"60.019	0.735	7.804	0.086	-7.702	-88.850	89.183	0.000	275.909	0.000	57.384	1.554	0.770"
"60.020	0.738	8.215	0.066	-5.626	-85.126	85.312	0.000	274.139	0.000	57.389	1.487	0.563"
"60.019	0.737	8.574	0.050	-4.142	-82.208	82.313	0.000	272.917	0.000	57.396	1.434	0.414"
"60.019	0.738	8.871	0.035	-2.754	-79.708	79.755	0.000	272.615	0.000	57.401	1.389	0.275"
"60.019	0.736	9.315	0.009	-0.722	-76.445	76.449	0.000	271.367	0.000	57.404	1.332	0.072"
"60.019	0.737	9.831	0.013	-0.972	-72.675	72.682	0.000	270.036	0.000	57.409	1.266	0.097"
"60.019	0.734	10.410	0.040	-2.757	-69.064	69.119	0.000	268.435	0.000	57.413	1.204	0.276"
"60.019	0.734	10.410	0.040	-2.757	-69.064	69.119	0.000	268.435	0.000	57.413	1.204	0.276"
"60.019	0.737	11.209	0.076	-4.905	-64.568	64.754	0.000	266.143	0.000	57.422	1.128	0.491"
"60.019	0.737	11.484	0.091	-5.784	-63.139	63.404	0.000	265.202	0.000	57.423	1.104	0.578"
"60.019	0.734	11.653	0.101	-6.287	-62.194	62.511	0.000	264.508	0.000	57.422	1.089	0.629"
"60.019	0.735	11.959	0.116	-7.115	-60.867	61.281	0.000	263.778	0.000	57.424	1.067	0.711"
"60.019	0.734	12.200	0.138	-8.273	-59.536	60.108	0.000	263.010	0.000	57.429	1.047	0.827"
"60.019	0.737	12.493	0.166	-9.745	-57.958	58.771	0.000	261.382	0.000	57.434	1.023	0.974"
"60.019	0.734	12.919	0.185	-10.509	-55.944	56.923	0.000	260.136	0.000	57.434	0.991	1.051"
"60.019	0.736	13.493	0.214	-11.755	-53.677	54.949	0.000	258.397	0.000	57.441	0.957	1.175"
"60.019	0.738	13.922	0.241	-12.921	-51.951	53.534	0.000	256.583	0.000	57.446	0.932	1.292"
"60.019	0.739	14.416	0.263	-13.672	-50.193	52.021	0.000	255.175	0.000	57.454	0.905	1.367"
"60.019	0.736	14.670	0.284	-14.505	-48.896	51.002	0.000	253.558	0.000	57.456	0.888	1.450"
"60.018	0.736	14.874	0.299	-15.036	-48.065	50.362	0.000	253.144	0.000	57.456	0.877	1.504"
"60.019	0.734	15.045	0.323	-16.104	-47.240	49.910	0.000	251.789	0.000	57.459	0.869	1.610"
"60.019	0.740	15.422	0.355	-17.309	-45.563	48.740	0.000	249.929	0.000	57.465	0.848	1.731"
"60.018	0.735	16.051	0.388	-18.361	-43.561	47.273	0.000	248.938	0.000	57.471	0.823	1.836"
"60.019	0.737	16.889	0.444	-20.120	-40.600	45.312	0.000	243.576	0.000	57.475	0.788	2.012"
"60.019	0.738	17.100	0.465	-20.760	-39.552	44.669	0.000	242.300	0.000	57.481	0.777	2.076"
"60.019	0.740	17.426	0.482	-21.149	-38.461	43.893	0.000	242.256	0.000	57.487	0.764	2.115"
"60.019	0.736	17.984	0.525	-22.462	-36.407	42.778	0.000	239.547	0.000	57.491	0.744	2.246"
"60.019	0.733	18.672	0.581	-24.133	-33.788	41.521	0.000	236.950	0.000	57.495	0.722	2.413"
"60.019	0.732	19.046	0.605	-24.623	-32.427	40.716	0.000	231.904	0.000	57.496	0.708	2.462"
"60.020	0.734	18.834	0.594	-24.416	-33.039	41.082	0.000	233.143	0.000	57.502	0.714	2.442"
"60.020	0.737	18.772	0.593	-24.510	-33.239	41.299	0.000	232.864	0.000	57.506	0.718	2.451"
"60.020	0.736	18.703	0.593	-24.404	-33.105	41.128	0.000	232.865	0.000	57.510	0.715	2.440"
"60.020	0.734	18.876	0.594	-24.447	-33.084	41.136	0.000	232.812	0.000	57.514	0.715	2.445"
